Country,Year,Total_Energy_Consumption_EJ,,,,
Other Caribbean,2019,1.629306005,,,,
Other Caribbean,2020,1.483676311,,,,
Other Caribbean,2021,1.507633033,,,,
Other Caribbean,2022,1.499466007,,,,
Other Caribbean,2023,1.595931104,,,,
Other South America,1965,0.148089487,,,,
Other South America,1966,0.159844582,,,,
Other South America,1967,0.164852115,,,,
Other South America,1968,0.168685446,,,,
Other South America,1969,0.18065946,,,,
Other South America,1970,0.188837722,,,,
Other South America,1971,0.199889385,,,,
Other South America,1972,0.20596841,,,,
Other South America,1973,0.214972905,,,,
Other South America,1974,0.210612838,,,,
Other South America,1975,0.227896957,,,,
Other South America,1976,0.233842796,,,,
Other South America,1977,0.243465159,,,,
Other South America,1978,0.268687097,,,,
Other South America,1979,0.279010767,,,,
Other South America,1980,0.292350078,,,,
Other South America,1981,0.282772243,,,,
Other South America,1982,0.267738753,,,,
Other South America,1983,0.260451996,,,,
Other South America,1984,0.25948358,,,,
Other South America,1985,0.291091653,,,,
Other South America,1986,0.383255306,,,,
Other South America,1987,0.453407646,,,,
Other South America,1988,0.478639967,,,,
Other South America,1989,0.528710379,,,,
Other South America,1990,0.574251928,,,,
Other South America,1991,0.615228728,,,,
Other South America,1992,0.626761358,,,,
Other South America,1993,0.67961238,,,,
Other South America,1994,0.745317788,,,,
Other South America,1995,0.838302785,,,,
Other South America,1996,0.880850416,,,,
Other South America,1997,0.951505076,,,,
Other South America,1998,0.988304612,,,,
Other South America,1999,0.992843132,,,,
Other South America,2000,0.98855262,,,,
Other South America,2001,0.909514461,,,,
Other South America,2002,0.941201258,,,,
Other South America,2003,0.974979919,,,,
Other South America,2004,0.956768999,,,,
Other South America,2005,0.97105444,,,,
Other South America,2006,0.978990883,,,,
Other South America,2007,1.05744932,,,,
Other South America,2008,1.094410837,,,,
Other South America,2009,1.105503452,,,,
Other South America,2010,1.131780688,,,,
Other South America,2011,1.18705302,,,,
Other South America,2012,1.20768106,,,,
Other South America,2013,1.253423207,,,,
Other South America,2014,1.227536971,,,,
Other South America,2015,1.243691278,,,,
Other South America,2016,1.347425102,,,,
Other South America,2017,1.336346077,,,,
Other South America,2018,1.355264412,,,,
Other South America,2019,1.28835193,,,,
Other South America,2020,1.158615157,,,,
Other South America,2021,1.201432218,,,,
Other South America,2022,1.248544524,,,,
Other South America,2023,1.335688858,,,,
Austria,1965,0.682193823,,,,
Austria,1966,0.713970251,,,,
Austria,1967,0.721308559,,,,
Austria,1968,0.771269642,,,,
Austria,1969,0.798935391,,,,
Austria,1970,0.91493725,,,,
Austria,1971,0.911102906,,,,
Austria,1972,0.942572758,,,,
Austria,1973,1.013436466,,,,
Austria,1974,1.018663764,,,,
Austria,1975,1.011828884,,,,
Austria,1976,1.047217324,,,,
Austria,1977,1.049751699,,,,
Austria,1978,1.095083386,,,,
Austria,1979,1.159981832,,,,
Austria,1980,1.155145705,,,,
Austria,1981,1.121472418,,,,
Austria,1982,1.084757894,,,,
Austria,1983,1.081782624,,,,
Austria,1984,1.070887029,,,,
Austria,1985,1.136900126,,,,
Austria,1986,1.139164605,,,,
Austria,1987,1.2024685,,,,
Austria,1988,1.184875098,,,,
Austria,1989,1.191503669,,,,
Austria,1990,1.201766561,,,,
Austria,1991,1.257840482,,,,
Austria,1992,1.241251537,,,,
Austria,1993,1.26879577,,,,
Austria,1994,1.25786916,,,,
Austria,1995,1.32358133,,,,
Austria,1996,1.352507407,,,,
Austria,1997,1.370046809,,,,
Austria,1998,1.401290216,,,,
Austria,1999,1.414093373,,,,
Austria,2000,1.422614625,,,,
Austria,2001,1.463736497,,,,
Austria,2002,1.464581348,,,,
Austria,2003,1.467732929,,,,
Austria,2004,1.52084681,,,,
Austria,2005,1.552860528,,,,
Austria,2006,1.533113042,,,,
Austria,2007,1.512236207,,,,
Austria,2008,1.52841675,,,,
Austria,2009,1.475180687,,,,
Austria,2010,1.517609976,,,,
Austria,2011,1.425127833,,,,
Austria,2012,1.4918483,,,,
Austria,2013,1.479068435,,,,
Austria,2014,1.421601261,,,,
Austria,2015,1.426979616,,,,
Austria,2016,1.47474396,,,,
Austria,2017,1.503247108,,,,
Austria,2018,1.470247618,,,,
Austria,2019,1.540657416,,,,
Austria,2020,1.440518679,,,,
Austria,2021,1.46171945,,,,
Austria,2022,1.367168594,,,,
Austria,2023,1.385318874,,,,
Belgium,1965,1.486588339,,,,
Belgium,1966,1.432292309,,,,
Belgium,1967,1.503557538,,,,
Belgium,1968,1.675501192,,,,
Belgium,1969,1.838789417,,,,
Belgium,1970,1.942527746,,,,
Belgium,1971,1.9056037,,,,
Belgium,1972,2.025838315,,,,
Belgium,1973,2.05317345,,,,
Belgium,1974,1.982817354,,,,
Belgium,1975,1.86486925,,,,
Belgium,1976,1.978485561,,,,
Belgium,1977,1.982168737,,,,
Belgium,1978,2.068971434,,,,
Belgium,1979,2.128762504,,,,
Belgium,1980,2.037982868,,,,
Belgium,1981,1.93786983,,,,
Belgium,1982,1.853568014,,,,
Belgium,1983,1.796289487,,,,
Belgium,1984,1.877316565,,,,
Belgium,1985,1.959725746,,,,
Belgium,1986,2.02220589,,,,
Belgium,1987,2.083246637,,,,
Belgium,1988,2.124734299,,,,
Belgium,1989,2.140453685,,,,
Belgium,1990,2.236869491,,,,
Belgium,1991,2.314367223,,,,
Belgium,1992,2.309433518,,,,
Belgium,1993,2.272258481,,,,
Belgium,1994,2.390068966,,,,
Belgium,1995,2.419631394,,,,
Belgium,1996,2.569973278,,,,
Belgium,1997,2.596542855,,,,
Belgium,1998,2.647391268,,,,
Belgium,1999,2.628507565,,,,
Belgium,2000,2.67605443,,,,
Belgium,2001,2.652691503,,,,
Belgium,2002,2.640508108,,,,
Belgium,2003,2.742087665,,,,
Belgium,2004,2.752631844,,,,
Belgium,2005,2.722024192,,,,
Belgium,2006,2.729668037,,,,
Belgium,2007,2.748488523,,,,
Belgium,2008,2.792642441,,,,
Belgium,2009,2.577056968,,,,
Belgium,2010,2.75299669,,,,
Belgium,2011,2.56893171,,,,
Belgium,2012,2.465725177,,,,
Belgium,2013,2.526948441,,,,
Belgium,2014,2.343138416,,,,
Belgium,2015,2.366816265,,,,
Belgium,2016,2.554217108,,,,
Belgium,2017,2.5778093,,,,
Belgium,2018,2.571211514,,,,
Belgium,2019,2.658362596,,,,
Belgium,2020,2.390442549,,,,
Belgium,2021,2.658043251,,,,
Belgium,2022,2.500150843,,,,
Belgium,2023,2.311427403,,,,
Bulgaria,1965,0.431732344,,,,
Bulgaria,1966,0.46283553,,,,
Bulgaria,1967,0.537626278,,,,
Bulgaria,1968,0.600975374,,,,
Bulgaria,1969,0.669843728,,,,
Bulgaria,1970,0.75369049,,,,
Bulgaria,1971,0.784789203,,,,
Bulgaria,1972,0.807545766,,,,
Bulgaria,1973,0.839064938,,,,
Bulgaria,1974,0.864110025,,,,
Bulgaria,1975,0.955126045,,,,
Bulgaria,1976,1.011613879,,,,
Bulgaria,1977,1.066055596,,,,
Bulgaria,1978,1.103839681,,,,
Bulgaria,1979,1.145713445,,,,
Bulgaria,1980,1.209571067,,,,
Bulgaria,1981,1.191723641,,,,
Bulgaria,1982,1.220852781,,,,
Bulgaria,1983,1.229139563,,,,
Bulgaria,1984,1.22201553,,,,
Bulgaria,1985,1.212763153,,,,
Bulgaria,1986,1.237083871,,,,
Bulgaria,1987,1.246660842,,,,
Bulgaria,1988,1.275726715,,,,
Bulgaria,1989,1.264636921,,,,
Bulgaria,1990,1.167869404,,,,
Bulgaria,1991,0.945352159,,,,
Bulgaria,1992,0.889527552,,,,
Bulgaria,1993,0.948964572,,,,
Bulgaria,1994,0.912743771,,,,
Bulgaria,1995,0.981574256,,,,
Bulgaria,1996,0.978862748,,,,
Bulgaria,1997,0.925720898,,,,
Bulgaria,1998,0.890137199,,,,
Bulgaria,1999,0.782123499,,,,
Bulgaria,2000,0.782557944,,,,
Bulgaria,2001,0.80844236,,,,
Bulgaria,2002,0.784218155,,,,
Bulgaria,2003,0.811269235,,,,
Bulgaria,2004,0.784494138,,,,
Bulgaria,2005,0.849908001,,,,
Bulgaria,2006,0.866523457,,,,
Bulgaria,2007,0.837502781,,,,
Bulgaria,2008,0.828805304,,,,
Bulgaria,2009,0.727583386,,,,
Bulgaria,2010,0.761296019,,,,
Bulgaria,2011,0.808584074,,,,
Bulgaria,2012,0.768341503,,,,
Bulgaria,2013,0.713189862,,,,
Bulgaria,2014,0.761581245,,,,
Bulgaria,2015,0.808849523,,,,
Bulgaria,2016,0.767222598,,,,
Bulgaria,2017,0.785428147,,,,
Bulgaria,2018,0.787731046,,,,
Bulgaria,2019,0.761585051,,,,
Bulgaria,2020,0.703346032,,,,
Bulgaria,2021,0.79882408,,,,
Bulgaria,2022,0.826111319,,,,
Bulgaria,2023,0.717362568,,,,
Croatia,1965,0,,,,
Croatia,1966,0,,,,
Croatia,1967,0,,,,
Croatia,1968,0,,,,
Croatia,1969,0,,,,
Croatia,1970,0,,,,
Croatia,1971,0,,,,
Croatia,1972,0,,,,
Croatia,1973,0,,,,
Croatia,1974,0,,,,
Croatia,1975,0,,,,
Croatia,1976,0,,,,
Croatia,1977,0,,,,
Croatia,1978,0,,,,
Croatia,1979,0,,,,
Croatia,1980,0,,,,
Croatia,1981,0,,,,
Croatia,1982,0,,,,
Croatia,1983,0,,,,
Croatia,1984,0,,,,
Croatia,1985,0,,,,
Croatia,1986,0,,,,
Croatia,1987,0,,,,
Croatia,1988,0,,,,
Croatia,1989,0,,,,
Croatia,1990,0.362952092,,,,
Croatia,1991,0.301642364,,,,
Croatia,1992,0.289884512,,,,
Croatia,1993,0.302421661,,,,
Croatia,1994,0.305507852,,,,
Croatia,1995,0.316258737,,,,
Croatia,1996,0.339267718,,,,
Croatia,1997,0.336091272,,,,
Croatia,1998,0.355432814,,,,
Croatia,1999,0.367612063,,,,
Croatia,2000,0.347579345,,,,
Croatia,2001,0.365457417,,,,
Croatia,2002,0.365839604,,,,
Croatia,2003,0.382750567,,,,
Croatia,2004,0.397947851,,,,
Croatia,2005,0.393425671,,,,
Croatia,2006,0.38861929,,,,
Croatia,2007,0.390437465,,,,
Croatia,2008,0.388312121,,,,
Croatia,2009,0.383359633,,,,
Croatia,2010,0.389751226,,,,
Croatia,2011,0.340013795,,,,
Croatia,2012,0.31534095,,,,
Croatia,2013,0.34586279,,,,
Croatia,2014,0.345631497,,,,
Croatia,2015,0.327671582,,,,
Croatia,2016,0.341030028,,,,
Croatia,2017,0.341220249,,,,
Croatia,2018,0.353377568,,,,
Croatia,2019,0.344927495,,,,
Croatia,2020,0.328962489,,,,
Croatia,2021,0.353923494,,,,
Croatia,2022,0.335402346,,,,
Croatia,2023,0.364183976,,,,
Cyprus,1965,0.016848901,,,,
Cyprus,1966,0.019219076,,,,
Cyprus,1967,0.020834116,,,,
Cyprus,1968,0.023138106,,,,
Cyprus,1969,0.027323257,,,,
Cyprus,1970,0.028817385,,,,
Cyprus,1971,0.034374651,,,,
Cyprus,1972,0.038653284,,,,
Cyprus,1973,0.041469011,,,,
Cyprus,1974,0.036767103,,,,
Cyprus,1975,0.030708827,,,,
Cyprus,1976,0.031223014,,,,
Cyprus,1977,0.035269141,,,,
Cyprus,1978,0.036160149,,,,
Cyprus,1979,0.036694199,,,,
Cyprus,1980,0.037003193,,,,
Cyprus,1981,0.035482299,,,,
Cyprus,1982,0.04252965,,,,
Cyprus,1983,0.044750448,,,,
Cyprus,1984,0.045404959,,,,
Cyprus,1985,0.048835365,,,,
Cyprus,1986,0.050916377,,,,
Cyprus,1987,0.062210971,,,,
Cyprus,1988,0.064242022,,,,
Cyprus,1989,0.065923317,,,,
Cyprus,1990,0.069388331,,,,
Cyprus,1991,0.070243763,,,,
Cyprus,1992,0.082068045,,,,
Cyprus,1993,0.085284642,,,,
Cyprus,1994,0.085436494,,,,
Cyprus,1995,0.090830421,,,,
Cyprus,1996,0.092177345,,,,
Cyprus,1997,0.093065839,,,,
Cyprus,1998,0.098807782,,,,
Cyprus,1999,0.103970448,,,,
Cyprus,2000,0.108939979,,,,
Cyprus,2001,0.110194748,,,,
Cyprus,2002,0.108669369,,,,
Cyprus,2003,0.115517883,,,,
Cyprus,2004,0.112422109,,,,
Cyprus,2005,0.12597403,,,,
Cyprus,2006,0.123882958,,,,
Cyprus,2007,0.125951768,,,,
Cyprus,2008,0.129079045,,,,
Cyprus,2009,0.126012829,,,,
Cyprus,2010,0.122601727,,,,
Cyprus,2011,0.121410509,,,,
Cyprus,2012,0.11377788,,,,
Cyprus,2013,0.101802433,,,,
Cyprus,2014,0.101859828,,,,
Cyprus,2015,0.105064111,,,,
Cyprus,2016,0.114252977,,,,
Cyprus,2017,0.117344472,,,,
Cyprus,2018,0.116863711,,,,
Cyprus,2019,0.116976604,,,,
Cyprus,2020,0.101812739,,,,
Cyprus,2021,0.10743114,,,,
Cyprus,2022,0.114027936,,,,
Cyprus,2023,0.115544875,,,,
Czech Republic,1965,1.687601368,,,,
Czech Republic,1966,1.700224256,,,,
Czech Republic,1967,1.67378453,,,,
Czech Republic,1968,1.745611886,,,,
Czech Republic,1969,1.819918789,,,,
Czech Republic,1970,1.89673741,,,,
Czech Republic,1971,1.993324104,,,,
Czech Republic,1972,2.004643492,,,,
Czech Republic,1973,2.016592619,,,,
Czech Republic,1974,2.038217291,,,,
Czech Republic,1975,2.121478513,,,,
Czech Republic,1976,2.180623177,,,,
Czech Republic,1977,2.252334582,,,,
Czech Republic,1978,2.283849329,,,,
Czech Republic,1979,2.307993734,,,,
Czech Republic,1980,2.235008648,,,,
Czech Republic,1981,2.218410915,,,,
Czech Republic,1982,2.192416398,,,,
Czech Republic,1983,2.195918914,,,,
Czech Republic,1984,2.269087618,,,,
Czech Republic,1985,2.273435365,,,,
Czech Republic,1986,2.298792036,,,,
Czech Republic,1987,2.351718348,,,,
Czech Republic,1988,2.362008892,,,,
Czech Republic,1989,2.289600194,,,,
Czech Republic,1990,1.968278566,,,,
Czech Republic,1991,1.791500694,,,,
Czech Republic,1992,1.738725898,,,,
Czech Republic,1993,1.724145345,,,,
Czech Republic,1994,1.679454143,,,,
Czech Republic,1995,1.750370245,,,,
Czech Republic,1996,1.810518997,,,,
Czech Republic,1997,1.736351673,,,,
Czech Republic,1998,1.68577556,,,,
Czech Republic,1999,1.616353109,,,,
Czech Republic,2000,1.708213511,,,,
Czech Republic,2001,1.746979098,,,,
Czech Republic,2002,1.752323581,,,,
Czech Republic,2003,1.852380555,,,,
Czech Republic,2004,1.900168294,,,,
Czech Republic,2005,1.870675118,,,,
Czech Republic,2006,1.906039349,,,,
Czech Republic,2007,1.885339012,,,,
Czech Republic,2008,1.849027555,,,,
Czech Republic,2009,1.774119524,,,,
Czech Republic,2010,1.849136334,,,,
Czech Republic,2011,1.807112719,,,,
Czech Republic,2012,1.797977958,,,,
Czech Republic,2013,1.764795806,,,,
Czech Republic,2014,1.727772827,,,,
Czech Republic,2015,1.69457811,,,,
Czech Republic,2016,1.671747387,,,,
Czech Republic,2017,1.766094976,,,,
Czech Republic,2018,1.760487369,,,,
Czech Republic,2019,1.720457812,,,,
Czech Republic,2020,1.59324342,,,,
Czech Republic,2021,1.679061559,,,,
Czech Republic,2022,1.640632105,,,,
Czech Republic,2023,1.524141708,,,,
Denmark,1965,0.598349789,,,,
Denmark,1966,0.680613875,,,,
Denmark,1967,0.684444496,,,,
Denmark,1968,0.715200694,,,,
Denmark,1969,0.820967741,,,,
Denmark,1970,0.874761928,,,,
Denmark,1971,0.826686576,,,,
Denmark,1972,0.872432157,,,,
Denmark,1973,0.844090435,,,,
Denmark,1974,0.767930027,,,,
Denmark,1975,0.75686212,,,,
Denmark,1976,0.83319543,,,,
Denmark,1977,0.850281388,,,,
Denmark,1978,0.862626903,,,,
Denmark,1979,0.860899083,,,,
Denmark,1980,0.83865922,,,,
Denmark,1981,0.753290515,,,,
Denmark,1982,0.719979748,,,,
Denmark,1983,0.684408948,,,,
Denmark,1984,0.695853699,,,,
Denmark,1985,0.784136561,,,,
Denmark,1986,0.801516587,,,,
Denmark,1987,0.77270661,,,,
Denmark,1988,0.76430248,,,,
Denmark,1989,0.704932307,,,,
Denmark,1990,0.72705964,,,,
Denmark,1991,0.838273366,,,,
Denmark,1992,0.785292461,,,,
Denmark,1993,0.832693451,,,,
Denmark,1994,0.893001352,,,,
Denmark,1995,0.877030823,,,,
Denmark,1996,1.043600066,,,,
Denmark,1997,0.946792684,,,,
Denmark,1998,0.913288786,,,,
Denmark,1999,0.885775994,,,,
Denmark,2000,0.85146984,,,,
Denmark,2001,0.853979386,,,,
Denmark,2002,0.852319633,,,,
Denmark,2003,0.918837208,,,,
Denmark,2004,0.869946329,,,,
Denmark,2005,0.841020644,,,,
Denmark,2006,0.919732911,,,,
Denmark,2007,0.87624377,,,,
Denmark,2008,0.845539554,,,,
Denmark,2009,0.794904975,,,,
Denmark,2010,0.849515952,,,,
Denmark,2011,0.795508698,,,,
Denmark,2012,0.738876527,,,,
Denmark,2013,0.76212845,,,,
Denmark,2014,0.73282862,,,,
Denmark,2015,0.716308527,,,,
Denmark,2016,0.725765298,,,,
Denmark,2017,0.730747502,,,,
Denmark,2018,0.720425816,,,,
Denmark,2019,0.705765181,,,,
Denmark,2020,0.635347026,,,,
Denmark,2021,0.681966336,,,,
Denmark,2022,0.710200862,,,,
Denmark,2023,0.703883054,,,,
Estonia,1965,0,,,,
Estonia,1966,0,,,,
Estonia,1967,0,,,,
Estonia,1968,0,,,,
Estonia,1969,0,,,,
Estonia,1970,0,,,,
Estonia,1971,0,,,,
Estonia,1972,0,,,,
Estonia,1973,0,,,,
Estonia,1974,0,,,,
Estonia,1975,0,,,,
Estonia,1976,0,,,,
Estonia,1977,0,,,,
Estonia,1978,0,,,,
Estonia,1979,0,,,,
Estonia,1980,0,,,,
Estonia,1981,0,,,,
Estonia,1982,0,,,,
Estonia,1983,0,,,,
Estonia,1984,0,,,,
Estonia,1985,0.42642941,,,,
Estonia,1986,0.424378268,,,,
Estonia,1987,0.430798866,,,,
Estonia,1988,0.423478313,,,,
Estonia,1989,0.436410196,,,,
Estonia,1990,0.459306024,,,,
Estonia,1991,0.420299582,,,,
Estonia,1992,0.292643761,,,,
Estonia,1993,0.243224761,,,,
Estonia,1994,0.246740656,,,,
Estonia,1995,0.223795297,,,,
Estonia,1996,0.237644079,,,,
Estonia,1997,0.23409913,,,,
Estonia,1998,0.210003924,,,,
Estonia,1999,0.19345628,,,,
Estonia,2000,0.199786548,,,,
Estonia,2001,0.20824487,,,,
Estonia,2002,0.207385434,,,,
Estonia,2003,0.226136211,,,,
Estonia,2004,0.230783396,,,,
Estonia,2005,0.232069945,,,,
Estonia,2006,0.229249114,,,,
Estonia,2007,0.26548393,,,,
Estonia,2008,0.244281649,,,,
Estonia,2009,0.211417944,,,,
Estonia,2010,0.263327788,,,,
Estonia,2011,0.262665795,,,,
Estonia,2012,0.264556306,,,,
Estonia,2013,0.27886817,,,,
Estonia,2014,0.266981315,,,,
Estonia,2015,0.247055047,,,,
Estonia,2016,0.254746898,,,,
Estonia,2017,0.282544136,,,,
Estonia,2018,0.280364394,,,,
Estonia,2019,0.225938364,,,,
Estonia,2020,0.211439916,,,,
Estonia,2021,0.221044334,,,,
Estonia,2022,0.228211272,,,,
Estonia,2023,0.199844995,,,,
Finland,1965,0.415452987,,,,
Finland,1966,0.472914517,,,,
Finland,1967,0.497707874,,,,
Finland,1968,0.540111087,,,,
Finland,1969,0.593713716,,,,
Finland,1970,0.654150695,,,,
Finland,1971,0.671692975,,,,
Finland,1972,0.708158374,,,,
Finland,1973,0.780402727,,,,
Finland,1974,0.748581557,,,,
Finland,1975,0.760504715,,,,
Finland,1976,0.806543546,,,,
Finland,1977,0.852991547,,,,
Finland,1978,0.885316301,,,,
Finland,1979,0.957046669,,,,
Finland,1980,0.952785928,,,,
Finland,1981,0.962029228,,,,
Finland,1982,0.950016662,,,,
Finland,1983,0.940919345,,,,
Finland,1984,0.980424251,,,,
Finland,1985,1.028668098,,,,
Finland,1986,1.040495798,,,,
Finland,1987,1.095479432,,,,
Finland,1988,1.088311121,,,,
Finland,1989,1.093009099,,,,
Finland,1990,1.16369614,,,,
Finland,1991,1.190728426,,,,
Finland,1992,1.186830495,,,,
Finland,1993,1.197038926,,,,
Finland,1994,1.25651291,,,,
Finland,1995,1.197862595,,,,
Finland,1996,1.250923589,,,,
Finland,1997,1.268570848,,,,
Finland,1998,1.311279841,,,,
Finland,1999,1.285737179,,,,
Finland,2000,1.292795248,,,,
Finland,2001,1.320817135,,,,
Finland,2002,1.327565141,,,,
Finland,2003,1.421739729,,,,
Finland,2004,1.415714236,,,,
Finland,2005,1.287171543,,,,
Finland,2006,1.380644031,,,,
Finland,2007,1.375892722,,,,
Finland,2008,1.326583923,,,,
Finland,2009,1.228635737,,,,
Finland,2010,1.336646246,,,,
Finland,2011,1.259722463,,,,
Finland,2012,1.225651553,,,,
Finland,2013,1.230481842,,,,
Finland,2014,1.187362476,,,,
Finland,2015,1.184016011,,,,
Finland,2016,1.202700044,,,,
Finland,2017,1.17797731,,,,
Finland,2018,1.201827565,,,,
Finland,2019,1.177134458,,,,
Finland,2020,1.130219666,,,,
Finland,2021,1.154303192,,,,
Finland,2022,1.154626819,,,,
Finland,2023,1.195760616,,,,
France,1965,4.849820897,,,,
France,1966,4.955952249,,,,
France,1967,5.262779346,,,,
France,1968,5.53879801,,,,
France,1969,6.08999178,,,,
France,1970,6.593807977,,,,
France,1971,6.823447829,,,,
France,1972,7.264743073,,,,
France,1973,7.889997039,,,,
France,1974,7.744969219,,,,
France,1975,7.322838465,,,,
France,1976,7.755480227,,,,
France,1977,7.911442248,,,,
France,1978,8.201800616,,,,
France,1979,8.433656016,,,,
France,1980,8.378478425,,,,
France,1981,8.255435348,,,,
France,1982,7.957811907,,,,
France,1983,8.135636421,,,,
France,1984,8.418864774,,,,
France,1985,8.695603488,,,,
France,1986,8.899790663,,,,
France,1987,9.100916885,,,,
France,1988,9.221297463,,,,
France,1989,9.335845917,,,,
France,1990,9.539364042,,,,
France,1991,10.20303361,,,,
France,1992,10.28858801,,,,
France,1993,10.27399754,,,,
France,1994,10.1691344,,,,
France,1995,10.45511199,,,,
France,1996,10.84445409,,,,
France,1997,10.67644624,,,,
France,1998,10.93399891,,,,
France,1999,11.08085839,,,,
France,2000,11.22447266,,,,
France,2001,11.31496716,,,,
France,2002,11.22811047,,,,
France,2003,11.35095051,,,,
France,2004,11.44846764,,,,
France,2005,11.35468441,,,,
France,2006,11.26415102,,,,
France,2007,11.07284299,,,,
France,2008,11.1054411,,,,
France,2009,10.47207754,,,,
France,2010,10.80443086,,,,
France,2011,10.42929783,,,,
France,2012,10.41850017,,,,
France,2013,10.52692467,,,,
France,2014,10.06863694,,,,
France,2015,10.16018262,,,,
France,2016,9.955628933,,,,
France,2017,9.917708943,,,,
France,2018,10.04024206,,,,
France,2019,9.826425513,,,,
France,2020,8.788198391,,,,
France,2021,9.337049734,,,,
France,2022,8.274814785,,,,
France,2023,8.663878627,,,,
Germany,1965,10.68945587,,,,
Germany,1966,10.71720436,,,,
Germany,1967,10.68995267,,,,
Germany,1968,11.41348585,,,,
Germany,1969,12.31120112,,,,
Germany,1970,12.99965935,,,,
Germany,1971,13.11680484,,,,
Germany,1972,13.57280139,,,,
Germany,1973,14.35447509,,,,
Germany,1974,14.10489883,,,,
Germany,1975,13.55244456,,,,
Germany,1976,14.46085601,,,,
Germany,1977,14.42588614,,,,
Germany,1978,14.94783674,,,,
Germany,1979,15.77847102,,,,
Germany,1980,15.26123708,,,,
Germany,1981,14.78603997,,,,
Germany,1982,14.26496696,,,,
Germany,1983,14.46664136,,,,
Germany,1984,15.00116765,,,,
Germany,1985,15.4451838,,,,
Germany,1986,15.31683394,,,,
Germany,1987,15.44824143,,,,
Germany,1988,15.50075585,,,,
Germany,1989,15.33668262,,,,
Germany,1990,15.09350927,,,,
Germany,1991,14.72631409,,,,
Germany,1992,14.43361529,,,,
Germany,1993,14.36949531,,,,
Germany,1994,14.2350193,,,,
Germany,1995,14.30926221,,,,
Germany,1996,14.78104472,,,,
Germany,1997,14.59147372,,,,
Germany,1998,14.4706736,,,,
Germany,1999,14.26881735,,,,
Germany,2000,14.35744521,,,,
Germany,2001,14.62607696,,,,
Germany,2002,14.4422026,,,,
Germany,2003,14.43769551,,,,
Germany,2004,14.43561564,,,,
Germany,2005,14.26548671,,,,
Germany,2006,14.62459356,,,,
Germany,2007,14.01632414,,,,
Germany,2008,14.16479913,,,,
Germany,2009,13.29184172,,,,
Germany,2010,13.84974478,,,,
Germany,2011,13.35810499,,,,
Germany,2012,13.54289839,,,,
Germany,2013,13.92666165,,,,
Germany,2014,13.35767306,,,,
Germany,2015,13.61109523,,,,
Germany,2016,13.8292249,,,,
Germany,2017,13.99728044,,,,
Germany,2018,13.63565748,,,,
Germany,2019,13.30142329,,,,
Germany,2020,12.39797579,,,,
Germany,2021,12.760492,,,,
Germany,2022,12.28680094,,,,
Germany,2023,11.41037916,,,,
Greece,1965,0.284926267,,,,
Greece,1966,0.311940238,,,,
Greece,1967,0.34343184,,,,
Greece,1968,0.356897932,,,,
Greece,1969,0.376998723,,,,
Greece,1970,0.418905631,,,,
Greece,1971,0.499077739,,,,
Greece,1972,0.559859317,,,,
Greece,1973,0.644161047,,,,
Greece,1974,0.629776819,,,,
Greece,1975,0.713842826,,,,
Greece,1976,0.788665874,,,,
Greece,1977,0.817884466,,,,
Greece,1978,0.832257442,,,,
Greece,1979,0.730931472,,,,
Greece,1980,0.723987948,,,,
Greece,1981,0.70746363,,,,
Greece,1982,0.717059397,,,,
Greece,1983,0.72107561,,,,
Greece,1984,0.752895475,,,,
Greece,1985,0.795277898,,,,
Greece,1986,0.79696839,,,,
Greece,1987,0.871489007,,,,
Greece,1988,0.920162033,,,,
Greece,1989,0.997450956,,,,
Greece,1990,1.034324894,,,,
Greece,1991,1.049336275,,,,
Greece,1992,1.067826306,,,,
Greece,1993,1.08191101,,,,
Greece,1994,1.100316225,,,,
Greece,1995,1.140458555,,,,
Greece,1996,1.169282223,,,,
Greece,1997,1.202557519,,,,
Greece,1998,1.277182472,,,,
Greece,1999,1.276937504,,,,
Greece,2000,1.342987549,,,,
Greece,2001,1.353690803,,,,
Greece,2002,1.354934048,,,,
Greece,2003,1.433937772,,,,
Greece,2004,1.433636581,,,,
Greece,2005,1.438582173,,,,
Greece,2006,1.480701251,,,,
Greece,2007,1.509661466,,,,
Greece,2008,1.481706298,,,,
Greece,2009,1.427032196,,,,
Greece,2010,1.362374469,,,,
Greece,2011,1.336624435,,,,
Greece,2012,1.257487198,,,,
Greece,2013,1.181891977,,,,
Greece,2014,1.108476787,,,,
Greece,2015,1.122203155,,,,
Greece,2016,1.105173429,,,,
Greece,2017,1.159910363,,,,
Greece,2018,1.166636964,,,,
Greece,2019,1.140794239,,,,
Greece,2020,0.997042002,,,,
Greece,2021,1.089130339,,,,
Greece,2022,1.131614851,,,,
Greece,2023,1.098651599,,,,
Hungary,1965,0.665911486,,,,
Hungary,1966,0.674866262,,,,
Hungary,1967,0.64401275,,,,
Hungary,1968,0.66818117,,,,
Hungary,1969,0.715544791,,,,
Hungary,1970,0.770902855,,,,
Hungary,1971,0.79594922,,,,
Hungary,1972,0.821800788,,,,
Hungary,1973,0.889898581,,,,
Hungary,1974,0.917141172,,,,
Hungary,1975,0.97098815,,,,
Hungary,1976,1.037357024,,,,
Hungary,1977,1.090726753,,,,
Hungary,1978,1.166535632,,,,
Hungary,1979,1.155138167,,,,
Hungary,1980,1.158619658,,,,
Hungary,1981,1.146891693,,,,
Hungary,1982,1.151977407,,,,
Hungary,1983,1.132128272,,,,
Hungary,1984,1.162862157,,,,
